ShipmentID,SupplierID,OrderDate,ExpectedDelivery,ActualDelivery,Status
SHP03994,SUP043,2024-01-25,2024-02-04,2024-02-03,Delivered
SHP03995,SUP017,2024-03-20,2024-03-29,2024-04-03,Delayed
SHP03996,SUP063,2024-04-18,2024-04-28,2024-05-04,Delayed
SHP03997,SUP081,2024-01-21,2024-01-28,2024-01-27,Delivered
SHP03998,SUP036,2024-01-02,2024-01-13,2024-01-19,Delayed
SHP03999,SUP085,2024-06-24,2024-07-04,2024-07-08,Delayed
SHP04000,SUP008,2024-03-29,2024-04-05,2024-04-11,Delayed
SHP04001,SUP069,2024-02-06,2024-02-14,2024-02-17,Delayed
SHP04002,SUP090,2024-01-29,2024-02-08,2024-02-07,Delivered
SHP04003,SUP080,2024-04-27,2024-05-08,2024-05-13,Delayed
SHP04004,SUP036,2024-03-25,2024-04-01,2024-04-08,Delayed
SHP04005,SUP028,2024-04-14,2024-04-24,2024-04-30,Delayed
SHP04006,SUP093,2024-03-25,2024-04-02,2024-04-11,Delayed
SHP04007,SUP047,2024-06-17,2024-06-27,2024-07-02,Delayed
SHP04008,SUP076,2024-04-30,2024-05-07,2024-05-06,Delivered
SHP04009,SUP030,2024-03-16,2024-03-26,2024-03-31,Delayed
SHP04010,SUP023,2024-02-21,2024-03-03,2024-03-03,Delivered
SHP04011,SUP016,2024-01-11,2024-01-20,2024-01-20,Delivered
SHP04012,SUP014,2024-02-22,2024-03-07,2024-03-13,Delayed
SHP04013,SUP074,2024-06-29,2024-07-13,2024-07-19,Delayed
SHP04014,SUP071,2024-05-11,2024-05-18,2024-05-24,Delayed
SHP04015,SUP052,2024-05-26,2024-06-02,2024-06-03,Delayed
SHP04016,SUP037,2024-02-18,2024-02-25,2024-03-05,Delayed
SHP04017,SUP029,2024-02-27,2024-03-05,2024-03-09,Delayed
SHP04018,SUP067,2024-01-09,2024-01-19,2024-01-24,Delayed
SHP04019,SUP015,2024-05-08,2024-05-19,2024-05-21,Delayed
SHP04020,SUP100,2024-06-07,2024-06-21,2024-06-19,Delivered
SHP04021,SUP047,2024-02-26,2024-03-05,2024-03-11,Delayed
SHP04022,SUP046,2024-03-04,2024-03-18,2024-03-21,Delayed
SHP04023,SUP052,2024-04-15,2024-04-26,2024-04-26,Delivered
SHP04024,SUP019,2024-04-22,2024-04-29,2024-04-29,Delivered
SHP04025,SUP077,2024-04-13,2024-04-25,2024-05-02,Delayed
SHP04026,SUP021,2024-06-20,2024-06-30,2024-06-28,Delivered
SHP04027,SUP064,2024-06-19,2024-07-01,2024-07-06,Delayed
SHP04028,SUP037,2024-05-11,2024-05-21,2024-05-20,Delivered
SHP04029,SUP027,2024-02-26,2024-03-04,2024-03-13,Delayed
SHP04030,SUP055,2024-03-19,2024-03-29,2024-03-27,Delivered
SHP04031,SUP029,2024-03-28,2024-04-04,2024-04-08,Delayed
SHP04032,SUP020,2024-01-01,2024-01-12,2024-01-20,Delayed
SHP04033,SUP025,2024-03-02,2024-03-15,2024-03-21,Delayed
SHP04034,SUP070,2024-02-10,2024-02-19,2024-02-22,Delayed
SHP04035,SUP063,2024-02-20,2024-03-01,2024-03-06,Delayed
SHP04036,SUP036,2024-01-04,2024-01-11,2024-01-16,Delayed
SHP04037,SUP002,2024-04-17,2024-04-29,2024-05-05,Delayed
SHP04038,SUP022,2024-05-04,2024-05-11,2024-05-15,Delayed
SHP04039,SUP096,2024-04-09,2024-04-21,2024-04-27,Delayed
SHP04040,SUP016,2024-03-20,2024-04-03,2024-04-09,Delayed
SHP04041,SUP018,2024-02-17,2024-02-27,2024-03-07,Delayed
SHP04042,SUP069,2024-06-04,2024-06-12,2024-06-20,Delayed
SHP04043,SUP054,2024-03-15,2024-03-27,2024-03-25,Delivered
SHP04044,SUP100,2024-03-31,2024-04-07,2024-04-10,Delayed
SHP04045,SUP030,2024-01-11,2024-01-21,2024-01-30,Delayed
SHP04046,SUP045,2024-03-31,2024-04-07,2024-04-12,Delayed
SHP04047,SUP019,2024-04-28,2024-05-06,2024-05-13,Delayed
SHP04048,SUP087,2024-01-04,2024-01-13,2024-01-19,Delayed
SHP04049,SUP034,2024-02-21,2024-03-05,2024-03-06,Delayed
SHP04050,SUP013,2024-05-20,2024-06-02,2024-06-01,Delivered
SHP04051,SUP043,2024-01-04,2024-01-12,2024-01-20,Delayed
SHP04052,SUP062,2024-03-08,2024-03-19,2024-03-25,Delayed
SHP04053,SUP093,2024-06-15,2024-06-25,2024-07-01,Delayed
SHP04054,SUP100,2024-01-21,2024-01-29,2024-02-07,Delayed
SHP04055,SUP022,2024-03-12,2024-03-21,2024-03-26,Delayed
SHP04056,SUP052,2024-06-08,2024-06-15,2024-06-15,Delivered
SHP04057,SUP052,2024-05-13,2024-05-23,2024-05-25,Delayed
SHP04058,SUP036,2024-03-11,2024-03-25,2024-03-24,Delivered
SHP04059,SUP073,2024-05-09,2024-05-21,2024-05-21,Delivered
SHP04060,SUP019,2024-01-17,2024-01-25,2024-01-23,Delivered
SHP04061,SUP038,2024-05-30,2024-06-13,2024-06-14,Delayed
SHP04062,SUP070,2024-02-23,2024-03-08,2024-03-10,Delayed
SHP04063,SUP079,2024-04-27,2024-05-06,2024-05-15,Delayed
SHP04064,SUP057,2024-05-10,2024-05-24,2024-05-23,Delivered
SHP04065,SUP020,2024-02-09,2024-02-17,2024-02-17,Delivered
SHP04066,SUP009,2024-01-18,2024-01-29,2024-02-07,Delayed
SHP04067,SUP032,2024-03-18,2024-03-31,2024-04-03,Delayed
SHP04068,SUP004,2024-01-15,2024-01-28,2024-01-31,Delayed
SHP04069,SUP050,2024-01-03,2024-01-13,2024-01-17,Delayed
SHP04070,SUP082,2024-02-20,2024-02-27,2024-03-07,Delayed
SHP04071,SUP005,2024-01-24,2024-02-02,2024-02-08,Delayed
SHP04072,SUP020,2024-03-13,2024-03-21,2024-03-22,Delayed
SHP04073,SUP087,2024-04-11,2024-04-21,2024-04-23,Delayed
SHP04074,SUP075,2024-06-10,2024-06-18,2024-06-26,Delayed
SHP04075,SUP037,2024-06-13,2024-06-23,2024-06-22,Delivered
SHP04076,SUP022,2024-05-22,2024-06-04,2024-06-07,Delayed
SHP04077,SUP058,2024-04-30,2024-05-14,2024-05-15,Delayed
SHP04078,SUP068,2024-06-28,2024-07-09,2024-07-11,Delayed
SHP04079,SUP093,2024-05-10,2024-05-18,2024-05-22,Delayed
SHP04080,SUP044,2024-04-28,2024-05-09,2024-05-12,Delayed
SHP04081,SUP034,2024-03-18,2024-03-30,2024-04-04,Delayed
SHP04082,SUP077,2024-03-09,2024-03-21,2024-03-24,Delayed
SHP04083,SUP042,2024-05-25,2024-06-08,2024-06-15,Delayed
SHP04084,SUP009,2024-01-08,2024-01-21,2024-01-26,Delayed
SHP04085,SUP095,2024-06-11,2024-06-20,2024-06-21,Delayed
SHP04086,SUP007,2024-04-17,2024-04-28,2024-05-07,Delayed
SHP04087,SUP068,2024-03-18,2024-03-28,2024-04-01,Delayed
SHP04088,SUP019,2024-04-02,2024-04-11,2024-04-11,Delivered
SHP04089,SUP094,2024-03-08,2024-03-16,2024-03-14,Delivered
SHP04090,SUP031,2024-02-07,2024-02-15,2024-02-21,Delayed
SHP04091,SUP035,2024-05-01,2024-05-11,2024-05-17,Delayed
SHP04092,SUP057,2024-05-25,2024-06-01,2024-06-04,Delayed
SHP04093,SUP085,2024-01-29,2024-02-12,2024-02-11,Delivered
SHP04094,SUP061,2024-02-04,2024-02-11,2024-02-16,Delayed
SHP04095,SUP031,2024-01-09,2024-01-23,2024-01-30,Delayed
SHP04096,SUP083,2024-03-18,2024-03-26,2024-03-29,Delayed
SHP04097,SUP095,2024-05-01,2024-05-15,2024-05-19,Delayed
SHP04098,SUP053,2024-04-16,2024-04-29,2024-04-27,Delivered
SHP04099,SUP032,2024-05-17,2024-05-30,2024-05-30,Delivered
SHP04100,SUP066,2024-01-06,2024-01-16,2024-01-14,Delivered
SHP04101,SUP059,2024-05-31,2024-06-07,2024-06-14,Delayed
SHP04102,SUP010,2024-03-20,2024-03-31,2024-03-29,Delivered
SHP04103,SUP002,2024-04-25,2024-05-03,2024-05-12,Delayed
SHP04104,SUP066,2024-01-02,2024-01-14,2024-01-23,Delayed
SHP04105,SUP060,2024-05-30,2024-06-10,2024-06-18,Delayed
SHP04106,SUP088,2024-04-18,2024-04-28,2024-04-26,Delivered
SHP04107,SUP017,2024-02-12,2024-02-24,2024-02-25,Delayed
SHP04108,SUP096,2024-04-10,2024-04-21,2024-04-25,Delayed
SHP04109,SUP016,2024-04-12,2024-04-19,2024-04-23,Delayed
SHP04110,SUP016,2024-03-24,2024-04-07,2024-04-16,Delayed
SHP04111,SUP046,2024-05-18,2024-05-31,2024-06-02,Delayed
SHP04112,SUP039,2024-01-15,2024-01-22,2024-01-31,Delayed
SHP04113,SUP031,2024-01-23,2024-02-04,2024-02-07,Delayed
SHP04114,SUP088,2024-02-13,2024-02-27,2024-02-26,Delivered
SHP04115,SUP001,2024-06-14,2024-06-28,2024-06-30,Delayed
SHP04116,SUP011,2024-01-28,2024-02-11,2024-02-15,Delayed
SHP04117,SUP085,2024-01-30,2024-02-08,2024-02-14,Delayed
SHP04118,SUP004,2024-04-29,2024-05-12,2024-05-15,Delayed
SHP04119,SUP071,2024-02-21,2024-02-29,2024-03-09,Delayed
SHP04120,SUP026,2024-05-28,2024-06-09,2024-06-16,Delayed
SHP04121,SUP050,2024-05-15,2024-05-25,2024-05-26,Delayed
SHP04122,SUP012,2024-02-13,2024-02-21,2024-02-21,Delivered
SHP04123,SUP095,2024-02-08,2024-02-19,2024-02-25,Delayed
SHP04124,SUP081,2024-02-14,2024-02-27,2024-03-02,Delayed
SHP04125,SUP097,2024-01-02,2024-01-12,2024-01-20,Delayed
SHP04126,SUP075,2024-05-10,2024-05-20,2024-05-23,Delayed
SHP04127,SUP092,2024-05-01,2024-05-08,2024-05-12,Delayed
SHP04128,SUP096,2024-05-17,2024-05-28,2024-06-02,Delayed
SHP04129,SUP065,2024-04-01,2024-04-08,2024-04-10,Delayed
SHP04130,SUP047,2024-06-02,2024-06-09,2024-06-09,Delivered
SHP04131,SUP092,2024-01-22,2024-02-05,2024-02-05,Delivered
SHP04132,SUP053,2024-02-02,2024-02-15,2024-02-14,Delivered
SHP04133,SUP071,2024-01-16,2024-01-25,2024-01-30,Delayed
SHP04134,SUP002,2024-06-26,2024-07-03,2024-07-01,Delivered
SHP04135,SUP024,2024-02-12,2024-02-20,2024-02-29,Delayed
SHP04136,SUP004,2024-06-22,2024-07-02,2024-07-07,Delayed
SHP04137,SUP019,2024-02-14,2024-02-27,2024-02-27,Delivered
SHP04138,SUP026,2024-01-17,2024-01-24,2024-01-30,Delayed
SHP04139,SUP075,2024-01-21,2024-02-02,2024-02-11,Delayed
SHP04140,SUP040,2024-01-24,2024-02-01,2024-02-10,Delayed
SHP04141,SUP050,2024-05-04,2024-05-15,2024-05-23,Delayed
SHP04142,SUP043,2024-01-05,2024-01-15,2024-01-14,Delivered
SHP04143,SUP075,2024-06-18,2024-07-01,2024-07-08,Delayed
SHP04144,SUP067,2024-02-06,2024-02-18,2024-02-24,Delayed
SHP04145,SUP012,2024-06-15,2024-06-28,2024-07-01,Delayed
SHP04146,SUP067,2024-04-14,2024-04-27,2024-04-25,Delivered
SHP04147,SUP027,2024-05-19,2024-05-31,2024-06-02,Delayed
SHP04148,SUP054,2024-05-05,2024-05-16,2024-05-23,Delayed
SHP04149,SUP066,2024-02-22,2024-03-05,2024-03-11,Delayed
SHP04150,SUP049,2024-02-09,2024-02-17,2024-02-20,Delayed
SHP04151,SUP016,2024-02-02,2024-02-16,2024-02-20,Delayed
SHP04152,SUP002,2024-01-21,2024-02-03,2024-02-04,Delayed
SHP04153,SUP060,2024-05-27,2024-06-07,2024-06-05,Delivered
SHP04154,SUP054,2024-03-26,2024-04-08,2024-04-10,Delayed
SHP04155,SUP030,2024-04-19,2024-05-01,2024-04-30,Delivered
SHP04156,SUP084,2024-06-24,2024-07-05,2024-07-10,Delayed
SHP04157,SUP038,2024-04-30,2024-05-11,2024-05-12,Delayed
SHP04158,SUP028,2024-01-08,2024-01-15,2024-01-13,Delivered
SHP04159,SUP025,2024-02-21,2024-02-28,2024-03-06,Delayed
SHP04160,SUP096,2024-06-19,2024-07-03,2024-07-07,Delayed
SHP04161,SUP010,2024-05-14,2024-05-21,2024-05-30,Delayed
SHP04162,SUP060,2024-02-05,2024-02-17,2024-02-25,Delayed
SHP04163,SUP042,2024-04-16,2024-04-26,2024-04-25,Delivered
SHP04164,SUP040,2024-03-27,2024-04-04,2024-04-04,Delivered
SHP04165,SUP097,2024-05-23,2024-06-04,2024-06-10,Delayed
SHP04166,SUP077,2024-04-13,2024-04-26,2024-05-02,Delayed
SHP04167,SUP042,2024-02-27,2024-03-05,2024-03-04,Delivered
SHP04168,SUP047,2024-02-20,2024-03-02,2024-03-02,Delivered
SHP04169,SUP037,2024-03-11,2024-03-23,2024-03-31,Delayed
SHP04170,SUP080,2024-03-27,2024-04-07,2024-04-16,Delayed
SHP04171,SUP022,2024-03-18,2024-04-01,2024-04-07,Delayed
SHP04172,SUP057,2024-04-11,2024-04-24,2024-04-22,Delivered
SHP04173,SUP084,2024-02-17,2024-02-28,2024-02-27,Delivered
SHP04174,SUP027,2024-02-07,2024-02-18,2024-02-26,Delayed
SHP04175,SUP041,2024-01-14,2024-01-28,2024-01-27,Delivered
SHP04176,SUP080,2024-06-07,2024-06-16,2024-06-23,Delayed
SHP04177,SUP034,2024-04-08,2024-04-18,2024-04-18,Delivered
SHP04178,SUP032,2024-03-17,2024-03-25,2024-04-01,Delayed
SHP04179,SUP090,2024-06-22,2024-06-30,2024-06-30,Delivered
SHP04180,SUP089,2024-05-25,2024-06-01,2024-06-08,Delayed
SHP04181,SUP066,2024-05-23,2024-06-01,2024-05-31,Delivered
SHP04182,SUP012,2024-04-25,2024-05-07,2024-05-12,Delayed
SHP04183,SUP040,2024-05-10,2024-05-24,2024-05-29,Delayed
SHP04184,SUP073,2024-06-07,2024-06-19,2024-06-24,Delayed
SHP04185,SUP076,2024-05-29,2024-06-06,2024-06-05,Delivered
SHP04186,SUP090,2024-03-28,2024-04-07,2024-04-13,Delayed
SHP04187,SUP073,2024-04-01,2024-04-12,2024-04-20,Delayed
SHP04188,SUP010,2024-02-16,2024-02-29,2024-03-04,Delayed
SHP04189,SUP096,2024-06-04,2024-06-11,2024-06-20,Delayed
SHP04190,SUP098,2024-04-09,2024-04-19,2024-04-21,Delayed
SHP04191,SUP048,2024-03-25,2024-04-02,2024-04-06,Delayed
SHP04192,SUP020,2024-02-11,2024-02-20,2024-02-25,Delayed
SHP04193,SUP039,2024-02-07,2024-02-14,2024-02-20,Delayed
SHP04194,SUP060,2024-05-02,2024-05-16,2024-05-15,Delivered
SHP04195,SUP066,2024-05-20,2024-05-28,2024-05-31,Delayed
SHP04196,SUP065,2024-05-18,2024-05-30,2024-06-05,Delayed
SHP04197,SUP051,2024-04-27,2024-05-04,2024-05-07,Delayed
SHP04198,SUP036,2024-04-24,2024-05-08,2024-05-07,Delivered
SHP04199,SUP024,2024-03-15,2024-03-23,2024-03-21,Delivered
SHP04200,SUP027,2024-06-23,2024-07-05,2024-07-14,Delayed
SHP04201,SUP002,2024-05-04,2024-05-17,2024-05-17,Delivered
SHP04202,SUP031,2024-06-10,2024-06-22,2024-06-30,Delayed
SHP04203,SUP057,2024-05-28,2024-06-08,2024-06-10,Delayed
SHP04204,SUP078,2024-04-25,2024-05-09,2024-05-13,Delayed
SHP04205,SUP066,2024-04-05,2024-04-19,2024-04-26,Delayed
SHP04206,SUP029,2024-02-23,2024-03-03,2024-03-10,Delayed
SHP04207,SUP015,2024-04-11,2024-04-25,2024-04-25,Delivered
SHP04208,SUP012,2024-03-16,2024-03-27,2024-04-02,Delayed
SHP04209,SUP028,2024-02-17,2024-02-25,2024-03-03,Delayed
SHP04210,SUP084,2024-06-13,2024-06-26,2024-07-05,Delayed
SHP04211,SUP024,2024-01-16,2024-01-26,2024-01-27,Delayed
SHP04212,SUP021,2024-02-13,2024-02-26,2024-03-04,Delayed
SHP04213,SUP010,2024-03-23,2024-04-05,2024-04-04,Delivered
SHP04214,SUP078,2024-01-12,2024-01-26,2024-01-26,Delivered
SHP04215,SUP018,2024-06-18,2024-07-01,2024-07-03,Delayed
SHP04216,SUP088,2024-03-20,2024-04-03,2024-04-03,Delivered
SHP04217,SUP014,2024-02-14,2024-02-25,2024-02-27,Delayed
SHP04218,SUP034,2024-05-29,2024-06-08,2024-06-09,Delayed
SHP04219,SUP058,2024-06-18,2024-06-30,2024-07-08,Delayed
SHP04220,SUP076,2024-04-29,2024-05-13,2024-05-20,Delayed
SHP04221,SUP022,2024-01-06,2024-01-14,2024-01-14,Delivered
SHP04222,SUP070,2024-01-31,2024-02-09,2024-02-18,Delayed
SHP04223,SUP036,2024-06-20,2024-06-30,2024-07-03,Delayed
SHP04224,SUP045,2024-05-18,2024-05-26,2024-05-31,Delayed
SHP04225,SUP036,2024-01-01,2024-01-15,2024-01-24,Delayed
SHP04226,SUP022,2024-05-19,2024-05-29,2024-05-30,Delayed
SHP04227,SUP078,2024-06-06,2024-06-20,2024-06-26,Delayed
SHP04228,SUP080,2024-05-27,2024-06-07,2024-06-10,Delayed
SHP04229,SUP061,2024-02-02,2024-02-10,2024-02-12,Delayed
SHP04230,SUP100,2024-04-17,2024-04-28,2024-04-28,Delivered
SHP04231,SUP056,2024-03-07,2024-03-14,2024-03-16,Delayed
SHP04232,SUP089,2024-01-05,2024-01-13,2024-01-15,Delayed
SHP04233,SUP096,2024-06-08,2024-06-18,2024-06-27,Delayed
SHP04234,SUP033,2024-02-06,2024-02-13,2024-02-22,Delayed
SHP04235,SUP045,2024-03-21,2024-04-01,2024-04-02,Delayed
SHP04236,SUP036,2024-06-04,2024-06-15,2024-06-24,Delayed
SHP04237,SUP020,2024-03-01,2024-03-11,2024-03-14,Delayed
SHP04238,SUP018,2024-06-01,2024-06-08,2024-06-08,Delivered
SHP04239,SUP038,2024-01-09,2024-01-22,2024-01-29,Delayed
SHP04240,SUP067,2024-03-10,2024-03-22,2024-03-20,Delivered
SHP04241,SUP023,2024-02-13,2024-02-22,2024-02-26,Delayed
SHP04242,SUP096,2024-01-21,2024-01-31,2024-02-04,Delayed
SHP04243,SUP016,2024-05-03,2024-05-14,2024-05-23,Delayed
SHP04244,SUP059,2024-02-09,2024-02-17,2024-02-18,Delayed
SHP04245,SUP069,2024-01-11,2024-01-18,2024-01-24,Delayed
SHP04246,SUP068,2024-05-09,2024-05-23,2024-06-01,Delayed
SHP04247,SUP021,2024-04-11,2024-04-23,2024-04-22,Delivered
SHP04248,SUP078,2024-02-05,2024-02-14,2024-02-12,Delivered
SHP04249,SUP095,2024-03-24,2024-04-01,2024-04-01,Delivered
SHP04250,SUP078,2024-01-30,2024-02-06,2024-02-10,Delayed
SHP04251,SUP070,2024-03-21,2024-04-02,2024-04-08,Delayed
SHP04252,SUP012,2024-02-16,2024-02-26,2024-02-25,Delivered
SHP04253,SUP016,2024-01-27,2024-02-10,2024-02-13,Delayed
SHP04254,SUP081,2024-02-02,2024-02-14,2024-02-14,Delivered
SHP04255,SUP087,2024-04-30,2024-05-10,2024-05-12,Delayed
SHP04256,SUP014,2024-03-11,2024-03-25,2024-04-03,Delayed
SHP04257,SUP061,2024-02-14,2024-02-28,2024-03-05,Delayed
SHP04258,SUP071,2024-05-06,2024-05-19,2024-05-19,Delivered
SHP04259,SUP046,2024-03-22,2024-03-29,2024-03-27,Delivered
SHP04260,SUP032,2024-01-18,2024-02-01,2024-02-03,Delayed
SHP04261,SUP015,2024-02-28,2024-03-11,2024-03-09,Delivered
SHP04262,SUP044,2024-06-04,2024-06-18,2024-06-23,Delayed
SHP04263,SUP017,2024-03-30,2024-04-08,2024-04-12,Delayed
SHP04264,SUP041,2024-03-13,2024-03-25,2024-04-02,Delayed
SHP04265,SUP054,2024-05-05,2024-05-12,2024-05-11,Delivered
SHP04266,SUP044,2024-02-13,2024-02-21,2024-02-29,Delayed
SHP04267,SUP098,2024-01-20,2024-01-28,2024-02-03,Delayed
SHP04268,SUP005,2024-03-27,2024-04-08,2024-04-10,Delayed
SHP04269,SUP027,2024-02-10,2024-02-22,2024-02-26,Delayed
SHP04270,SUP087,2024-03-22,2024-04-01,2024-04-02,Delayed
SHP04271,SUP078,2024-04-01,2024-04-08,2024-04-17,Delayed
SHP04272,SUP079,2024-03-07,2024-03-17,2024-03-15,Delivered
SHP04273,SUP043,2024-04-03,2024-04-12,2024-04-17,Delayed
SHP04274,SUP097,2024-04-18,2024-05-01,2024-04-29,Delivered
SHP04275,SUP031,2024-01-14,2024-01-22,2024-01-22,Delivered
SHP04276,SUP099,2024-03-28,2024-04-11,2024-04-14,Delayed
SHP04277,SUP017,2024-04-13,2024-04-27,2024-05-02,Delayed
SHP04278,SUP092,2024-01-03,2024-01-14,2024-01-19,Delayed
SHP04279,SUP083,2024-02-08,2024-02-19,2024-02-18,Delivered
SHP04280,SUP054,2024-05-14,2024-05-21,2024-05-27,Delayed
SHP04281,SUP062,2024-03-29,2024-04-12,2024-04-13,Delayed
SHP04282,SUP087,2024-01-18,2024-01-25,2024-01-26,Delayed
SHP04283,SUP032,2024-03-15,2024-03-26,2024-03-25,Delivered
SHP04284,SUP040,2024-05-20,2024-05-27,2024-05-25,Delivered
SHP04285,SUP013,2024-03-24,2024-04-01,2024-04-08,Delayed
SHP04286,SUP084,2024-06-21,2024-06-30,2024-07-04,Delayed
SHP04287,SUP035,2024-06-06,2024-06-15,2024-06-23,Delayed
SHP04288,SUP005,2024-06-03,2024-06-17,2024-06-24,Delayed
SHP04289,SUP073,2024-01-14,2024-01-24,2024-01-24,Delivered
SHP04290,SUP029,2024-05-02,2024-05-10,2024-05-11,Delayed
SHP04291,SUP070,2024-06-28,2024-07-11,2024-07-19,Delayed
SHP04292,SUP025,2024-04-21,2024-04-28,2024-05-04,Delayed
SHP04293,SUP095,2024-05-24,2024-05-31,2024-06-03,Delayed
SHP04294,SUP022,2024-01-15,2024-01-29,2024-01-27,Delivered
SHP04295,SUP066,2024-04-21,2024-05-04,2024-05-10,Delayed
SHP04296,SUP045,2024-01-27,2024-02-06,2024-02-12,Delayed
SHP04297,SUP069,2024-04-06,2024-04-16,2024-04-18,Delayed
SHP04298,SUP091,2024-04-13,2024-04-20,2024-04-25,Delayed
SHP04299,SUP089,2024-01-19,2024-01-26,2024-01-30,Delayed
SHP04300,SUP072,2024-01-12,2024-01-25,2024-02-02,Delayed
SHP04301,SUP001,2024-05-09,2024-05-23,2024-05-28,Delayed
SHP04302,SUP084,2024-06-28,2024-07-06,2024-07-12,Delayed
SHP04303,SUP044,2024-05-21,2024-06-03,2024-06-02,Delivered
SHP04304,SUP087,2024-01-15,2024-01-25,2024-02-01,Delayed
SHP04305,SUP096,2024-06-25,2024-07-08,2024-07-10,Delayed
SHP04306,SUP075,2024-05-13,2024-05-26,2024-05-31,Delayed
SHP04307,SUP039,2024-02-10,2024-02-23,2024-02-23,Delivered
SHP04308,SUP054,2024-05-25,2024-06-02,2024-06-10,Delayed
SHP04309,SUP088,2024-06-09,2024-06-21,2024-06-29,Delayed
SHP04310,SUP075,2024-04-25,2024-05-02,2024-05-05,Delayed
SHP04311,SUP029,2024-01-03,2024-01-14,2024-01-17,Delayed
SHP04312,SUP054,2024-02-15,2024-02-29,2024-03-04,Delayed
SHP04313,SUP090,2024-02-13,2024-02-26,2024-03-05,Delayed
SHP04314,SUP016,2024-03-30,2024-04-13,2024-04-13,Delivered
SHP04315,SUP099,2024-01-29,2024-02-09,2024-02-14,Delayed
SHP04316,SUP020,2024-04-06,2024-04-18,2024-04-23,Delayed
SHP04317,SUP046,2024-06-29,2024-07-06,2024-07-12,Delayed
SHP04318,SUP067,2024-06-12,2024-06-22,2024-06-27,Delayed
SHP04319,SUP065,2024-03-14,2024-03-25,2024-03-25,Delivered
SHP04320,SUP058,2024-03-18,2024-04-01,2024-04-04,Delayed
SHP04321,SUP053,2024-02-15,2024-02-29,2024-03-06,Delayed
SHP04322,SUP001,2024-05-01,2024-05-15,2024-05-13,Delivered
SHP04323,SUP081,2024-01-10,2024-01-20,2024-01-20,Delivered
SHP04324,SUP066,2024-03-27,2024-04-07,2024-04-06,Delivered
SHP04325,SUP029,2024-05-27,2024-06-10,2024-06-19,Delayed
SHP04326,SUP084,2024-03-14,2024-03-24,2024-03-29,Delayed
SHP04327,SUP070,2024-02-29,2024-03-13,2024-03-16,Delayed
SHP04328,SUP008,2024-05-05,2024-05-19,2024-05-26,Delayed
SHP04329,SUP029,2024-02-19,2024-03-01,2024-03-09,Delayed
SHP04330,SUP051,2024-03-14,2024-03-24,2024-04-01,Delayed
SHP04331,SUP033,2024-06-03,2024-06-15,2024-06-20,Delayed
SHP04332,SUP003,2024-02-15,2024-02-23,2024-02-22,Delivered
SHP04333,SUP060,2024-01-24,2024-02-03,2024-02-11,Delayed
SHP04334,SUP035,2024-01-31,2024-02-08,2024-02-11,Delayed
SHP04335,SUP069,2024-02-10,2024-02-18,2024-02-22,Delayed
SHP04336,SUP091,2024-02-14,2024-02-21,2024-02-26,Delayed
SHP04337,SUP076,2024-01-20,2024-02-02,2024-02-08,Delayed
SHP04338,SUP084,2024-03-07,2024-03-19,2024-03-21,Delayed
SHP04339,SUP020,2024-05-16,2024-05-24,2024-06-01,Delayed
SHP04340,SUP073,2024-06-29,2024-07-08,2024-07-08,Delivered
SHP04341,SUP039,2024-05-15,2024-05-28,2024-05-27,Delivered
SHP04342,SUP004,2024-02-13,2024-02-21,2024-02-26,Delayed
SHP04343,SUP019,2024-02-18,2024-02-28,2024-02-26,Delivered
SHP04344,SUP091,2024-05-26,2024-06-03,2024-06-10,Delayed
SHP04345,SUP045,2024-05-25,2024-06-04,2024-06-07,Delayed
SHP04346,SUP043,2024-05-06,2024-05-20,2024-05-19,Delivered
SHP04347,SUP013,2024-05-24,2024-06-03,2024-06-03,Delivered
SHP04348,SUP013,2024-04-22,2024-05-01,2024-05-06,Delayed
SHP04349,SUP060,2024-05-15,2024-05-23,2024-05-21,Delivered
SHP04350,SUP057,2024-06-19,2024-06-27,2024-06-30,Delayed
SHP04351,SUP086,2024-03-07,2024-03-18,2024-03-18,Delivered
SHP04352,SUP092,2024-02-25,2024-03-09,2024-03-12,Delayed
SHP04353,SUP052,2024-03-29,2024-04-09,2024-04-09,Delivered
SHP04354,SUP053,2024-03-25,2024-04-01,2024-04-09,Delayed
SHP04355,SUP086,2024-02-19,2024-02-29,2024-03-08,Delayed
SHP04356,SUP043,2024-03-26,2024-04-04,2024-04-09,Delayed
SHP04357,SUP083,2024-03-07,2024-03-18,2024-03-20,Delayed
SHP04358,SUP072,2024-05-06,2024-05-14,2024-05-15,Delayed
SHP04359,SUP072,2024-02-13,2024-02-20,2024-02-26,Delayed
SHP04360,SUP042,2024-03-18,2024-03-27,2024-03-29,Delayed
SHP04361,SUP090,2024-01-11,2024-01-23,2024-02-01,Delayed
SHP04362,SUP026,2024-01-03,2024-01-11,2024-01-12,Delayed
SHP04363,SUP023,2024-01-07,2024-01-15,2024-01-20,Delayed
SHP04364,SUP043,2024-04-22,2024-05-06,2024-05-11,Delayed
SHP04365,SUP077,2024-05-02,2024-05-14,2024-05-19,Delayed
SHP04366,SUP028,2024-04-28,2024-05-08,2024-05-09,Delayed
SHP04367,SUP009,2024-06-06,2024-06-16,2024-06-14,Delivered
SHP04368,SUP020,2024-02-05,2024-02-16,2024-02-15,Delivered
SHP04369,SUP056,2024-06-13,2024-06-24,2024-06-25,Delayed
SHP04370,SUP083,2024-04-29,2024-05-07,2024-05-14,Delayed
